image_path,x,y,z,thumb,fore,index,ring,little,thumb2,fore2,index2,ring2,little2,keycode,gs1,gs2,sign,label,giroX,giroY,giroZ
Image\C\66.png,-26,93,80,10,37,36,31,38,1,3,0,0,1,0,1,0,0,C,0,0,90
Image\C\67.png,-23,94,84,11,36,35,36,34,0,3,0,0,0,0,1,0,0,C,0,0,90
Image\C\68.png,-25,86,88,14,38,38,36,32,0,0,0,0,0,0,1,0,0,C,0,0,90
Image\C\69.png,-25,94,86,8,36,32,31,32,0,0,0,2,2,0,1,0,0,C,0,0,90
Image\C\7.png,-30,93,83,10,40,37,32,33,0,0,3,0,0,0,1,0,0,C,0,0,90
Image\C\70.png,-31,88,86,13,35,38,30,36,0,0,3,0,3,0,1,0,0,C,0,0,90
Image\C\71.png,-22,84,79,10,34,33,34,38,0,0,0,0,0,0,1,0,0,C,0,0,90
Image\C\72.png,-23,91,83,9,37,33,30,37,0,3,0,3,0,0,1,0,0,C,0,0,90
Image\C\73.png,-23,90,89,10,36,36,34,33,0,2,1,3,0,0,1,0,0,C,0,0,90
Image\C\74.png,-24,90,84,8,38,38,31,33,0,0,0,1,0,0,1,0,0,C,0,0,90
Image\C\75.png,-30,93,87,10,37,34,33,32,0,1,0,0,3,0,1,0,0,C,0,0,90
Image\C\76.png,-21,88,86,8,36,36,33,35,1,0,3,0,0,0,1,0,0,C,0,0,90
Image\C\77.png,-22,85,85,10,37,34,33,37,0,2,2,0,0,0,1,0,0,C,0,0,90
Image\C\78.png,-31,93,88,13,37,32,36,37,2,0,3,0,1,0,1,0,0,C,0,0,90
Image\C\79.png,-21,84,86,12,39,33,36,38,1,0,1,0,0,0,1,0,0,C,0,0,90
Image\C\8.png,-29,98,89,13,40,32,36,32,1,0,2,0,0,0,1,0,0,C,0,0,90
Image\C\80.png,-28,84,87,10,36,32,31,35,0,0,0,2,1,0,1,0,0,C,0,0,90
Image\C\81.png,-30,82,82,13,35,37,31,36,0,0,2,0,0,0,1,0,0,C,0,0,90
Image\C\82.png,-30,89,85,12,39,36,32,33,3,1,3,0,0,0,1,0,0,C,0,0,90
Image\C\83.png,-29,89,87,9,38,34,34,36,0,3,0,0,3,0,1,0,0,C,0,0,90
Image\C\84.png,-31,83,85,9,34,35,30,35,2,1,1,1,0,0,1,0,0,C,0,0,90
Image\C\85.png,-25,91,89,13,36,33,35,33,0,3,0,0,0,0,1,0,0,C,0,0,90
Image\C\86.png,-33,82,83,9,36,33,34,38,0,2,0,2,0,0,1,0,0,C,0,0,90
Image\C\87.png,-27,82,80,13,40,38,36,36,0,0,0,1,0,0,1,0,0,C,0,0,90
Image\C\88.png,-31,86,79,10,37,37,36,36,3,0,0,0,0,0,1,0,0,C,0,0,90
Image\C\89.png,-26,88,86,12,36,32,32,37,0,0,2,0,3,0,1,0,0,C,0,0,90
Image\C\9.png,-44,97,82,9,36,35,30,35,2,0,3,2,3,0,1,0,0,C,0,0,90
Image\C\90.png,-20,90,86,14,38,32,32,32,2,0,3,0,1,0,1,0,0,C,0,0,90
Image\C\91.png,-29,86,83,11,40,36,32,38,2,0,0,0,0,0,1,0,0,C,0,0,90
Image\C\92.png,-29,89,89,10,39,33,33,34,0,0,3,3,0,0,1,0,0,C,0,0,90
Image\C\93.png,-22,85,88,8,37,35,34,36,1,1,0,0,3,0,1,0,0,C,0,0,90
Image\C\94.png,-21,94,84,13,39,35,35,35,1,3,0,2,3,0,1,0,0,C,0,0,90
Image\C\95.png,-22,95,82,9,40,34,34,34,0,3,0,0,0,0,1,0,0,C,0,0,90
Image\C\96.png,-27,88,86,9,38,32,30,38,0,0,0,3,0,0,1,0,0,C,0,0,90
Image\C\97.png,-16,92,81,14,34,38,33,33,0,0,0,0,2,0,1,0,0,C,0,0,90
Image\C\98.png,-17,86,86,10,35,36,35,34,0,0,1,2,0,0,1,0,0,C,0,0,90
Image\C\99.png,-26,93,81,14,39,38,32,33,0,0,0,0,0,0,1,0,0,C,0,0,90
Image\D\0.png,-20,93,80,13,36,33,31,37,0,1,2,2,0,0,1,0,0,D,0,0,90
Image\D\1.png,-27,67,33,53,0,64,63,53,0,0,3,0,0,0,1,0,0,D,0,0,90
Image\D\10.png,-23,75,51,48,0,65,65,56,0,0,0,0,0,0,1,0,0,D,0,0,90
Image\D\100.png,-31,81,60,49,1,64,63,58,0,0,3,3,3,0,1,0,0,D,0,0,90
Image\D\11.png,-29,84,58,50,0,63,62,56,1,0,1,1,0,0,1,0,0,D,0,0,90
Image\D\12.png,-20,84,61,47,0,65,66,58,0,0,0,0,1,0,1,0,0,D,0,0,90
Image\D\13.png,-23,76,58,48,0,63,63,58,0,3,2,1,0,0,1,0,0,D,0,0,90
Image\D\14.png,-26,78,60,48,0,64,65,53,1,0,1,0,3,0,1,0,0,D,0,0,90
Image\D\15.png,-28,77,53,51,2,67,66,55,0,0,0,2,3,0,1,0,0,D,0,0,90
Image\D\16.png,-27,84,51,49,1,64,62,58,0,1,0,0,1,0,1,0,0,D,0,0,90
Image\D\17.png,-26,75,53,52,0,68,68,53,0,0,0,0,3,0,1,0,0,D,0,0,90
Image\D\18.png,-21,85,59,53,0,66,65,54,1,0,0,3,0,0,1,0,0,D,0,0,90
Image\D\19.png,-29,82,53,49,0,67,64,54,0,1,1,2,1,0,1,0,0,D,0,0,90
Image\D\2.png,-42,61,43,47,0,66,65,56,3,0,0,0,3,0,1,0,0,D,0,0,90
Image\D\20.png,-24,75,63,53,0,64,67,54,1,2,2,0,2,0,1,0,0,D,0,0,90
Image\D\21.png,-28,75,61,50,3,64,65,59,3,0,3,3,0,0,1,0,0,D,0,0,90
Image\D\22.png,-33,78,66,51,2,66,68,59,0,1,0,0,0,0,1,0,0,D,0,0,90
Image\D\23.png,-30,81,68,51,0,67,67,57,2,0,0,3,0,0,1,0,0,D,0,0,90
Image\D\24.png,-33,74,66,49,0,66,62,56,0,2,1,2,0,0,1,0,0,D,0,0,90
Image\D\25.png,-30,77,62,50,0,66,67,59,2,3,2,0,0,0,1,0,0,D,0,0,90
Image\D\26.png,-30,83,61,51,3,65,63,57,1,0,3,0,0,0,1,0,0,D,0,0,90
Image\D\27.png,-25,77,63,49,3,65,62,57,0,0,0,1,2,0,1,0,0,D,0,0,90
Image\D\28.png,-26,79,58,49,1,68,62,56,3,3,2,0,0,0,1,0,0,D,0,0,90
Image\D\29.png,-24,74,68,47,0,64,67,53,0,0,3,0,0,0,1,0,0,D,0,0,90
Image\D\3.png,-37,72,34,41,1,67,66,56,3,1,0,2,1,0,1,0,0,D,0,0,90
Image\D\30.png,-26,83,62,42,2,68,68,53,0,0,0,2,0,0,1,0,0,D,0,0,90
Image\D\31.png,-26,74,59,42,0,62,65,57,0,3,0,0,2,0,1,0,0,D,0,0,90
Image\D\32.png,-34,82,56,38,3,62,63,59,0,0,3,0,2,0,1,0,0,D,0,0,90
Image\D\33.png,-33,81,58,39,2,67,66,57,2,0,0,0,1,0,1,0,0,D,0,0,90
Image\D\34.png,-26,76,55,41,3,66,66,53,0,0,0,0,0,0,1,0,0,D,0,0,90
Image\D\35.png,-34,76,56,37,0,62,67,58,0,1,0,0,3,0,1,0,0,D,0,0,90
Image\D\36.png,-28,76,57,38,0,68,65,54,0,0,0,0,2,0,1,0,0,D,0,0,90
Image\D\37.png,-29,77,58,37,0,63,67,56,1,0,1,3,0,0,1,0,0,D,0,0,90
Image\D\38.png,-31,77,61,37,2,62,62,54,2,2,1,3,3,0,1,0,0,D,0,0,90
Image\D\39.png,-31,84,62,39,0,68,64,56,1,0,2,2,2,0,1,0,0,D,0,0,90
Image\D\4.png,-33,80,50,42,2,63,64,56,0,3,0,0,2,0,1,0,0,D,0,0,90
Image\D\40.png,-25,84,55,38,3,66,64,58,2,2,0,0,1,0,1,0,0,D,0,0,90
Image\D\41.png,-26,79,58,40,0,62,68,57,2,3,1,0,3,0,1,0,0,D,0,0,90
Image\D\42.png,-29,77,58,39,3,63,67,59,2,0,1,0,3,0,1,0,0,D,0,0,90
Image\D\43.png,-25,78,56,41,0,68,62,58,0,3,0,0,1,0,1,0,0,D,0,0,90
Image\D\44.png,-31,74,51,39,0,66,62,59,3,0,2,3,3,0,1,0,0,D,0,0,90
Image\D\45.png,-27,81,52,39,0,63,64,58,0,1,2,0,3,0,1,0,0,D,0,0,90
Image\D\46.png,-27,82,56,41,0,66,68,59,0,0,2,0,3,0,1,0,0,D,0,0,90
Image\D\47.png,-27,82,57,39,0,65,62,53,0,1,2,0,0,0,1,0,0,D,0,0,90
Image\D\48.png,-34,75,60,41,3,64,64,58,3,0,0,0,0,0,1,0,0,D,0,0,90
Image\D\49.png,-32,82,60,41,1,62,68,55,2,0,0,0,0,0,1,0,0,D,0,0,90
Image\D\5.png,-20,87,42,42,0,66,62,55,1,0,0,0,0,0,1,0,0,D,0,0,90
Image\D\50.png,-37,77,50,39,0,67,63,57,3,0,2,3,0,0,1,0,0,D,0,0,90
Image\D\51.png,-38,84,53,37,0,65,64,58,0,3,0,0,0,0,1,0,0,D,0,0,90
Image\D\52.png,-36,85,52,37,1,66,62,55,0,0,0,0,0,0,1,0,0,D,0,0,90
Image\D\53.png,-36,78,57,40,0,63,62,55,1,0,3,0,1,0,1,0,0,D,0,0,90
Image\D\54.png,-30,84,57,37,0,62,65,53,0,0,1,3,2,0,1,0,0,D,0,0,90
Image\D\55.png,-30,80,52,39,0,66,62,59,0,3,0,2,2,0,1,0,0,D,0,0,90
Image\D\56.png,-29,83,54,38,0,65,63,54,0,1,0,1,0,0,1,0,0,D,0,0,90
Image\D\57.png,-35,81,47,40,0,68,66,57,0,3,0,1,2,0,1,0,0,D,0,0,90
Image\D\58.png,-33,80,56,37,0,63,65,55,0,3,0,1,0,0,1,0,0,D,0,0,90
Image\D\59.png,-32,82,48,38,0,67,62,58,2,2,2,0,0,0,1,0,0,D,0,0,90
Image\D\6.png,-37,88,48,36,0,64,67,55,0,2,0,0,0,0,1,0,0,D,0,0,90
Image\D\60.png,-34,79,54,41,3,66,66,56,3,2,2,0,1,0,1,0,0,D,0,0,90
Image\D\61.png,-35,75,50,36,0,68,62,59,0,3,0,1,0,0,1,0,0,D,0,0,90
Image\D\62.png,-33,83,57,36,3,65,66,53,3,0,0,2,0,0,1,0,0,D,0,0,90
Image\D\63.png,-28,78,56,39,2,63,62,58,0,0,2,0,0,0,1,0,0,D,0,0,90
Image\D\64.png,-29,74,56,40,3,63,64,59,0,0,0,1,3,0,1,0,0,D,0,0,90
Image\D\65.png,-32,78,57,35,0,62,66,56,1,0,1,1,2,0,1,0,0,D,0,0,90
Image\D\66.png,-29,79,49,40,3,65,67,55,0,0,1,0,0,0,1,0,0,D,0,0,90
Image\D\67.png,-28,77,50,35,3,64,63,57,0,3,2,3,0,0,1,0,0,D,0,0,90
Image\D\68.png,-37,83,49,36,0,67,62,59,0,1,1,0,0,0,1,0,0,D,0,0,90
Image\D\69.png,-41,76,50,36,0,65,62,57,0,0,0,0,2,0,1,0,0,D,0,0,90
Image\D\7.png,-34,84,57,39,2,63,68,53,2,1,2,2,0,0,1,0,0,D,0,0,90
Image\D\70.png,-28,81,65,36,2,65,68,57,0,0,0,0,0,0,1,0,0,D,0,0,90
Image\D\71.png,-27,71,60,36,3,63,66,53,0,0,0,1,1,0,1,0,0,D,0,0,90
Image\D\72.png,-30,71,62,38,1,64,63,55,1,0,1,0,0,0,1,0,0,D,0,0,90
Image\D\73.png,-26,81,64,41,0,64,67,55,2,3,0,1,1,0,1,0,0,D,0,0,90
Image\D\74.png,-35,76,68,35,0,68,64,59,0,0,1,0,0,0,1,0,0,D,0,0,90
Image\D\75.png,-30,78,59,41,1,66,67,54,0,3,1,0,0,0,1,0,0,D,0,0,90
Image\D\76.png,-29,78,61,41,0,68,66,55,0,2,0,3,3,0,1,0,0,D,0,0,90
Image\D\77.png,-28,75,60,35,0,67,62,55,1,1,0,0,2,0,1,0,0,D,0,0,90
Image\D\78.png,-30,78,64,39,0,67,67,56,0,0,0,2,0,0,1,0,0,D,0,0,90
Image\D\79.png,-25,75,69,36,0,65,63,59,3,0,3,0,0,0,1,0,0,D,0,0,90
Image\D\8.png,-19,79,56,37,2,63,62,53,0,0,0,1,0,0,1,0,0,D,0,0,90
Image\D\80.png,-34,77,59,35,0,67,68,53,0,0,0,0,1,0,1,0,0,D,0,0,90
Image\D\81.png,-35,83,57,35,0,68,65,59,0,1,0,0,0,0,1,0,0,D,0,0,90
Image\D\82.png,-34,74,59,37,1,67,63,55,0,1,2,0,2,0,1,0,0,D,0,0,90
Image\D\83.png,-34,81,61,36,2,62,64,58,2,1,0,0,1,0,1,0,0,D,0,0,90
Image\D\84.png,-28,73,63,37,2,67,65,59,0,0,0,2,3,0,1,0,0,D,0,0,90
Image\D\85.png,-38,74,61,40,3,63,67,56,1,2,0,0,0,0,1,0,0,D,0,0,90
Image\D\86.png,-30,76,61,37,0,62,67,55,0,0,0,0,0,0,1,0,0,D,0,0,90
Image\D\87.png,-35,73,62,40,2,64,68,53,3,0,2,1,3,0,1,0,0,D,0,0,90
Image\D\88.png,-33,77,59,35,2,66,67,54,0,0,0,0,0,0,1,0,0,D,0,0,90
Image\D\89.png,-28,82,61,38,2,65,64,59,0,0,1,0,2,0,1,0,0,D,0,0,90
Image\D\9.png,-38,78,65,40,2,65,62,57,3,1,0,1,0,0,1,0,0,D,0,0,90
Image\D\90.png,-33,78,58,39,3,66,68,56,0,0,0,3,2,0,1,0,0,D,0,0,90
Image\D\91.png,-28,78,58,37,3,65,66,56,1,1,3,0,0,0,1,0,0,D,0,0,90
Image\D\92.png,-37,76,63,37,0,67,62,59,0,0,3,0,0,0,1,0,0,D,0,0,90
Image\D\93.png,-33,77,64,40,0,62,65,57,0,0,0,2,0,0,1,0,0,D,0,0,90
Image\D\94.png,-31,83,59,40,1,64,66,57,0,0,0,0,0,0,1,0,0,D,0,0,90
Image\D\95.png,-33,78,55,38,0,67,66,53,1,0,3,0,0,0,1,0,0,D,0,0,90
Image\D\96.png,-31,80,55,36,1,66,63,59,0,0,0,0,2,0,1,0,0,D,0,0,90
Image\D\97.png,-30,74,61,41,0,63,66,58,0,0,0,0,1,0,1,0,0,D,0,0,90
Image\D\98.png,-28,75,61,38,2,64,67,57,0,0,0,0,0,0,1,0,0,D,0,0,90
Image\D\99.png,-34,76,63,36,2,65,65,58,0,0,1,3,0,0,1,0,0,D,0,0,90
Image\E\0.png,-132,86,59,1,0,0,3,0,1,83,83,84,85,0,0,1,0,E,0,0,0
Image\E\1.png,-129,88,65,0,2,0,0,1,0,85,85,86,82,0,0,1,0,E,0,0,0
Image\E\10.png,-125,87,57,0,0,0,0,1,0,85,84,83,86,0,0,1,0,E,0,0,0
Image\E\100.png,-136,80,75,2,0,3,0,0,0,83,85,86,83,0,0,1,0,E,0,0,0
Image\E\11.png,-124,83,71,0,1,2,0,1,0,86,81,86,85,0,0,1,0,E,0,0,0
Image\E\12.png,-123,82,69,3,1,0,3,0,1,86,83,84,83,0,0,1,0,E,0,0,0
Image\E\13.png,-125,83,74,1,2,0,0,0,2,83,83,85,84,0,0,1,0,E,0,0,0
Image\E\14.png,-123,79,73,2,0,0,0,0,2,85,86,88,81,0,0,1,0,E,0,0,0
Image\E\15.png,-124,85,74,3,2,0,2,0,0,84,85,88,84,0,0,1,0,E,0,0,0
Image\E\16.png,-130,75,70,0,0,0,3,2,0,80,85,87,80,0,0,1,0,E,0,0,0
Image\E\17.png,-127,67,70,2,1,1,2,0,0,86,83,87,81,0,0,1,0,E,0,0,0
Image\E\18.png,-124,77,73,0,1,0,0,0,0,82,84,85,84,0,0,1,0,E,0,0,0
Image\E\19.png,-122,90,70,1,2,0,0,0,0,86,85,84,86,0,0,1,0,E,0,0,0
Image\E\2.png,-122,88,68,2,0,0,0,0,0,84,84,88,81,0,0,1,0,E,0,0,0
Image\E\20.png,-128,98,71,3,0,3,0,0,0,82,82,85,81,0,0,1,0,E,0,0,0
Image\E\21.png,-126,99,68,2,0,3,3,0,0,84,86,87,81,0,0,1,0,E,0,0,0
Image\E\22.png,-121,98,69,1,0,0,0,1,0,84,82,86,86,0,0,1,0,E,0,0,0
Image\E\23.png,-122,103,70,0,3,2,2,0,0,80,81,86,86,0,0,1,0,E,0,0,0
Image\E\24.png,-121,97,70,2,1,0,0,0,0,81,81,86,83,0,0,1,0,E,0,0,0
Image\E\25.png,-127,93,71,0,0,0,1,1,0,84,82,83,82,0,0,1,0,E,0,0,0
Image\E\26.png,-120,92,68,0,0,0,0,0,0,85,82,88,86,0,0,1,0,E,0,0,0
Image\E\27.png,-120,94,76,0,0,2,3,2,0,83,81,82,80,0,0,1,0,E,0,0,0
Image\E\28.png,-118,86,73,3,0,0,0,2,0,83,82,88,83,0,0,1,0,E,0,0,0
Image\E\29.png,-130,89,59,1,0,0,1,0,0,83,85,83,82,0,0,1,0,E,0,0,0
Image\E\3.png,-132,87,66,2,1,3,3,0,0,83,82,87,81,0,0,1,0,E,0,0,0
Image\E\30.png,-125,88,62,3,0,0,0,0,0,80,83,88,84,0,0,1,0,E,0,0,0
Image\E\31.png,-129,86,60,0,0,0,3,2,1,80,85,84,82,0,0,1,0,E,0,0,0
Image\E\32.png,-124,83,59,0,0,0,0,0,1,80,86,85,83,0,0,1,0,E,0,0,0
Image\E\33.png,-132,91,64,0,0,0,0,0,2,85,81,84,83,0,0,1,0,E,0,0,0
Image\E\34.png,-126,89,61,0,2,2,0,0,0,81,85,84,86,0,0,1,0,E,0,0,0
Image\E\35.png,-124,84,58,2,2,1,2,1,0,84,87,85,83,0,0,1,0,E,0,0,0
Image\E\36.png,-131,85,62,0,0,0,0,0,3,81,81,88,84,0,0,1,0,E,0,0,0
Image\E\37.png,-126,85,63,3,1,3,1,0,0,85,87,87,80,0,0,1,0,E,0,0,0
Image\E\38.png,-130,84,57,0,0,2,2,0,0,86,81,85,81,0,0,1,0,E,0,0,0
Image\E\39.png,-131,76,66,0,0,0,0,1,0,85,84,88,82,0,0,1,0,E,0,0,0
Image\E\4.png,-126,85,65,1,0,1,0,0,0,81,82,85,86,0,0,1,0,E,0,0,0
Image\E\40.png,-124,78,59,0,1,0,1,1,0,81,84,88,83,0,0,1,0,E,0,0,0
Image\E\41.png,-131,78,56,0,1,2,0,3,0,86,86,83,83,0,0,1,0,E,0,0,0
Image\E\42.png,-129,79,57,3,1,0,3,2,0,85,82,84,86,0,0,1,0,E,0,0,0
Image\E\43.png,-127,84,65,3,3,3,0,2,1,82,84,88,83,0,0,1,0,E,0,0,0
Image\E\44.png,-121,87,57,0,2,3,1,0,0,86,85,87,80,0,0,1,0,E,0,0,0
Image\E\45.png,-123,87,62,0,2,0,0,0,1,80,83,83,80,0,0,1,0,E,0,0,0
Image\E\46.png,-125,88,60,0,3,0,3,1,0,86,85,87,80,0,0,1,0,E,0,0,0
Image\E\47.png,-127,80,57,0,0,0,0,3,0,84,85,83,85,0,0,1,0,E,0,0,0
Image\E\48.png,-123,87,61,0,1,0,0,0,0,85,82,85,84,0,0,1,0,E,0,0,0
Image\E\49.png,-127,81,62,0,1,3,0,0,0,86,82,84,82,0,0,1,0,E,0,0,0
Image\E\5.png,-123,85,68,2,0,0,2,0,2,85,87,84,85,0,0,1,0,E,0,0,0
Image\E\50.png,-126,88,70,0,1,0,2,0,3,81,87,82,84,0,0,1,0,E,0,0,0
Image\E\51.png,-128,90,63,0,0,0,0,0,0,82,83,88,80,0,0,1,0,E,0,0,0
Image\E\52.png,-125,84,68,0,0,0,0,0,2,84,85,84,85,0,0,1,0,E,0,0,0
Image\E\53.png,-122,82,68,0,0,2,1,0,2,82,84,83,86,0,0,1,0,E,0,0,0
Image\E\54.png,-124,85,70,0,2,1,0,0,0,81,82,86,85,0,0,1,0,E,0,0,0
Image\E\55.png,-119,83,68,0,0,0,0,3,0,83,86,85,80,0,0,1,0,E,0,0,0
Image\E\56.png,-123,83,73,3,3,0,3,0,2,80,84,82,83,0,0,1,0,E,0,0,0
Image\E\57.png,-129,80,73,2,3,3,2,3,0,80,85,85,80,0,0,1,0,E,0,0,0
Image\E\58.png,-126,82,69,0,1,1,0,3,0,80,81,84,84,0,0,1,0,E,0,0,0
Image\E\59.png,-124,84,65,0,1,0,0,3,0,80,82,87,82,0,0,1,0,E,0,0,0
Image\E\6.png,-126,80,70,2,0,0,0,0,2,81,85,88,81,0,0,1,0,E,0,0,0
Image\E\60.png,-128,83,71,0,3,0,1,1,0,81,86,87,83,0,0,1,0,E,0,0,0
Image\E\61.png,-122,82,70,2,0,0,0,2,0,80,84,88,86,0,0,1,0,E,0,0,0
Image\E\62.png,-119,89,70,2,1,2,0,0,1,83,83,85,83,0,0,1,0,E,0,0,0
Image\E\63.png,-122,80,64,1,3,3,2,1,0,85,85,86,81,0,0,1,0,E,0,0,0
Image\E\64.png,-126,82,65,0,0,0,0,1,0,85,84,85,82,0,0,1,0,E,0,0,0
Image\E\65.png,-127,79,72,0,2,1,0,1,0,80,82,82,82,0,0,1,0,E,0,0,0
Image\E\66.png,-133,84,87,0,0,0,0,1,3,85,86,87,83,0,0,1,0,E,0,0,0
Image\E\67.png,-139,91,86,0,1,1,0,2,3,86,85,82,82,0,0,1,0,E,0,0,0
Image\E\68.png,-139,85,82,3,0,0,2,1,0,84,87,88,82,0,0,1,0,E,0,0,0
Image\E\69.png,-131,87,85,0,0,0,1,3,3,86,85,82,84,0,0,1,0,E,0,0,0
Image\E\7.png,-119,82,58,3,2,0,0,3,0,80,87,84,84,0,0,1,0,E,0,0,0
Image\E\70.png,-130,80,92,0,2,0,0,1,0,83,84,85,80,0,0,1,0,E,0,0,0
Image\E\71.png,-134,78,83,2,0,0,0,0,2,83,82,85,86,0,0,1,0,E,0,0,0
Image\E\72.png,-133,79,92,2,0,2,1,1,2,84,81,86,86,0,0,1,0,E,0,0,0
Image\E\73.png,-136,88,88,2,0,0,0,3,1,80,87,88,82,0,0,1,0,E,0,0,0
Image\E\74.png,-132,80,87,0,0,0,0,3,0,83,85,87,82,0,0,1,0,E,0,0,0
Image\E\75.png,-129,79,83,0,3,0,0,0,2,80,84,85,86,0,0,1,0,E,0,0,0
Image\E\76.png,-131,82,88,0,1,3,0,2,1,81,86,88,82,0,0,1,0,E,0,0,0
Image\E\77.png,-132,80,88,0,2,1,3,3,0,81,82,88,82,0,0,1,0,E,0,0,0
Image\E\78.png,-130,81,90,0,0,0,1,0,0,81,85,82,81,0,0,1,0,E,0,0,0
Image\E\79.png,-137,83,83,0,3,0,0,3,0,84,83,87,84,0,0,1,0,E,0,0,0
Image\E\8.png,-118,81,66,0,3,0,1,0,1,83,82,84,84,0,0,1,0,E,0,0,0
Image\E\80.png,-136,86,71,2,3,0,3,0,3,86,83,87,84,0,0,1,0,E,0,0,0
Image\E\81.png,-126,83,67,0,0,0,3,0,0,80,83,84,83,0,0,1,0,E,0,0,0
Image\E\82.png,-134,83,69,0,2,0,0,2,3,81,83,88,82,0,0,1,0,E,0,0,0
Image\E\83.png,-130,82,70,0,3,2,0,0,0,85,87,86,82,0,0,1,0,E,0,0,0
Image\E\84.png,-130,88,63,0,0,2,0,0,0,82,84,88,83,0,0,1,0,E,0,0,0
Image\E\85.png,-132,80,67,0,2,0,0,2,0,84,83,86,83,0,0,1,0,E,0,0,0
Image\E\86.png,-135,88,66,0,3,1,0,0,0,82,81,84,85,0,0,1,0,E,0,0,0
Image\E\87.png,-135,87,63,0,0,2,0,2,0,85,87,84,82,0,0,1,0,E,0,0,0
Image\E\88.png,-133,84,68,0,3,3,0,0,0,86,86,85,85,0,0,1,0,E,0,0,0
Image\E\89.png,-131,84,72,0,0,3,1,0,1,83,83,88,82,0,0,1,0,E,0,0,0
Image\E\9.png,-135,83,64,1,0,0,0,3,0,84,83,83,83,0,0,1,0,E,0,0,0
Image\E\90.png,-129,89,70,3,3,0,1,3,3,86,84,87,82,0,0,1,0,E,0,0,0
Image\E\91.png,-135,86,68,0,0,2,3,0,0,81,84,87,86,0,0,1,0,E,0,0,0
Image\E\92.png,-132,85,71,0,3,2,1,1,2,84,86,84,81,0,0,1,0,E,0,0,0
Image\E\93.png,-130,80,65,0,0,2,0,2,0,84,85,84,83,0,0,1,0,E,0,0,0
Image\E\94.png,-134,82,68,1,0,0,2,0,0,81,86,83,84,0,0,1,0,E,0,0,0
Image\E\95.png,-135,89,71,1,0,0,0,0,0,83,83,85,85,0,0,1,0,E,0,0,0
Image\E\96.png,-128,86,72,3,0,1,1,2,1,83,85,87,82,0,0,1,0,E,0,0,0
Image\E\97.png,-135,86,73,1,0,2,2,3,3,80,85,82,84,0,0,1,0,E,0,0,0
Image\E\98.png,-131,82,64,0,0,0,0,0,0,85,81,85,84,0,0,1,0,E,0,0,0
Image\E\99.png,-126,86,65,0,1,1,0,0,0,81,81,83,83,0,0,1,0,E,0,0,0
Image\F\0.png,-119,76,44,3,0,0,2,0,3,4,22,33,46,0,0,1,0,F,0,0,70
Image\F\1.png,-119,70,47,0,2,0,2,2,0,5,23,36,48,0,0,1,0,F,0,0,70
Image\F\10.png,-117,78,47,0,2,3,0,0,0,6,23,38,48,0,0,1,0,F,0,0,70
Image\F\100.png,-127,76,50,3,3,2,0,2,2,6,22,37,49,0,0,1,0,F,0,0,70
Image\F\11.png,-118,73,48,0,0,0,2,3,0,3,21,36,52,0,0,1,0,F,0,0,70
Image\F\12.png,-118,74,52,0,0,0,2,0,2,1,18,34,49,0,0,1,0,F,0,0,70
Image\F\13.png,-121,83,54,3,1,3,0,0,0,5,22,36,46,0,0,1,0,F,0,0,70
Image\F\14.png,-120,82,55,1,0,0,1,1,3,3,20,32,48,0,0,1,0,F,0,0,70
Image\F\15.png,-113,83,55,0,1,1,0,2,0,3,20,34,46,0,0,1,0,F,0,0,70
Image\F\16.png,-113,83,54,0,2,1,3,0,0,5,20,37,51,0,0,1,0,F,0,0,70
Image\F\17.png,-117,83,49,1,0,0,0,3,3,0,18,36,46,0,0,1,0,F,0,0,70
Image\F\18.png,-118,74,55,0,1,3,0,1,1,1,18,37,50,0,0,1,0,F,0,0,70
Image\F\19.png,-121,77,52,2,0,0,0,0,0,6,20,36,49,0,0,1,0,F,0,0,70
Image\F\2.png,-111,77,45,0,3,0,3,0,1,3,22,37,47,0,0,1,0,F,0,0,70
Image\F\20.png,-116,76,46,2,0,0,3,0,0,3,21,32,47,0,0,1,0,F,0,0,70
Image\F\21.png,-121,73,49,0,2,2,0,0,0,1,18,34,47,0,0,1,0,F,0,0,70
Image\F\22.png,-121,76,47,1,0,1,3,0,1,5,21,37,50,0,0,1,0,F,0,0,70
Image\F\23.png,-115,75,47,2,0,3,0,2,0,0,18,36,47,0,0,1,0,F,0,0,70
Image\F\24.png,-117,80,47,0,0,1,0,0,0,4,23,36,46,0,0,1,0,F,0,0,70
Image\F\25.png,-119,74,46,3,2,0,2,1,0,2,19,36,47,0,0,1,0,F,0,0,70
Image\F\26.png,-121,82,46,0,0,0,3,0,3,0,18,38,47,0,0,1,0,F,0,0,70
Image\F\27.png,-114,80,50,1,3,3,1,0,2,5,20,35,50,0,0,1,0,F,0,0,70
Image\F\28.png,-117,81,50,0,0,1,0,1,0,1,20,33,51,0,0,1,0,F,0,0,70
Image\F\29.png,-119,73,47,0,0,0,2,0,1,0,18,34,50,0,0,1,0,F,0,0,70
Image\F\3.png,-115,77,50,0,3,3,0,1,3,2,21,32,46,0,0,1,0,F,0,0,70
Image\F\30.png,-116,79,48,2,0,3,3,0,3,4,23,33,49,0,0,1,0,F,0,0,70
Image\F\31.png,-112,82,54,0,2,0,0,0,0,5,23,32,48,0,0,1,0,F,0,0,70
Image\F\32.png,-120,81,46,0,0,0,2,1,0,2,20,33,46,0,0,1,0,F,0,0,70
