image_path,x,y,z,thumb,fore,index,ring,little,thumb2,fore2,index2,ring2,little2,keycode,gs1,gs2,sign,label
Image\C\98.png,-21,90,84,11,37,35,33,35,0,0,0,0,0,0,1,0,0,C
Image\C\99.png,-21,90,84,11,37,35,33,35,0,0,0,0,0,0,1,0,0,C
Image\D\0.png,-21,90,84,11,37,35,33,35,0,0,0,0,0,0,1,0,0,D
Image\D\1.png,-32,64,37,50,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\10.png,-26,80,56,50,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\100.png,-34,80,56,50,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\11.png,-25,80,56,50,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\12.png,-25,80,56,50,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\13.png,-25,80,56,50,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\14.png,-25,80,56,50,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\15.png,-25,80,56,50,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\16.png,-25,80,56,50,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\17.png,-25,80,56,50,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\18.png,-25,80,56,50,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\19.png,-25,80,56,50,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\2.png,-41,66,43,50,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\20.png,-28,79,63,50,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\21.png,-28,79,63,50,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\22.png,-28,79,63,50,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\23.png,-28,79,63,50,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\24.png,-28,79,63,50,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\25.png,-28,79,63,50,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\26.png,-28,79,63,50,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\27.png,-28,79,63,50,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\28.png,-28,79,63,50,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\29.png,-28,79,63,50,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\3.png,-37,77,37,39,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\30.png,-29,79,58,39,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\31.png,-29,79,58,39,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\32.png,-29,79,58,39,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\33.png,-29,79,58,39,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\34.png,-29,79,58,39,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\35.png,-29,79,58,39,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\36.png,-29,79,58,39,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\37.png,-29,79,58,39,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\38.png,-29,79,58,39,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\39.png,-29,79,58,39,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\4.png,-29,84,50,39,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\40.png,-29,79,59,39,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\41.png,-29,82,56,39,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\42.png,-29,82,56,39,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\43.png,-29,82,56,39,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\44.png,-29,78,56,39,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\45.png,-29,78,56,39,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\46.png,-32,78,56,39,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\47.png,-32,78,56,39,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\48.png,-32,78,56,39,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\49.png,-32,78,56,39,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\5.png,-23,90,45,39,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\50.png,-34,80,52,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\51.png,-34,80,52,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\52.png,-34,80,52,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\53.png,-34,80,52,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\54.png,-34,80,52,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\55.png,-34,80,52,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\56.png,-34,80,52,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\57.png,-34,80,52,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\58.png,-34,80,52,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\59.png,-34,80,52,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\6.png,-34,85,52,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\60.png,-33,79,52,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\61.png,-33,79,52,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\62.png,-33,79,52,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\63.png,-33,79,52,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\64.png,-33,79,52,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\65.png,-33,79,52,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\66.png,-33,79,52,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\67.png,-33,79,52,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\68.png,-37,79,52,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\69.png,-37,79,52,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\7.png,-30,86,52,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\70.png,-30,76,64,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\71.png,-30,76,64,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\72.png,-30,76,64,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\73.png,-30,76,64,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\74.png,-30,76,64,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\75.png,-30,76,64,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\76.png,-30,76,64,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\77.png,-30,76,64,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\78.png,-30,76,64,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\79.png,-30,76,64,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\8.png,-18,83,60,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\80.png,-33,78,60,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\81.png,-33,78,60,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\82.png,-33,78,60,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\83.png,-33,78,60,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\84.png,-33,78,60,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\85.png,-33,78,60,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\86.png,-33,78,60,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\87.png,-33,78,60,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\88.png,-33,78,60,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\89.png,-33,78,60,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\9.png,-33,78,60,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\90.png,-33,78,60,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\91.png,-33,78,60,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\92.png,-33,78,60,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\93.png,-33,78,60,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\94.png,-33,78,60,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\95.png,-33,78,60,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\96.png,-33,78,60,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\97.png,-33,78,60,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\98.png,-33,78,60,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\D\99.png,-33,78,60,38,0,65,65,56,0,0,0,0,0,0,1,0,0,D
Image\E\0.png,-131,82,60,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\1.png,-125,83,60,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\10.png,-122,83,60,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\100.png,-133,83,76,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\11.png,-125,83,71,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\12.png,-125,83,71,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\13.png,-125,83,71,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\14.png,-125,83,71,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\15.png,-125,83,71,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\16.png,-125,75,71,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\17.png,-125,69,71,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\18.png,-125,81,71,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\19.png,-125,90,71,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\2.png,-127,84,71,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\20.png,-127,98,71,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\21.png,-125,100,71,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\22.png,-125,100,71,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\23.png,-125,100,71,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\24.png,-122,94,71,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\25.png,-122,94,71,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\26.png,-122,94,71,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\27.png,-116,90,71,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\28.png,-116,90,71,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\29.png,-127,87,61,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\3.png,-127,87,61,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\30.png,-127,87,61,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\31.png,-127,87,61,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\32.png,-127,87,61,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\33.png,-127,87,61,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\34.png,-127,87,61,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\35.png,-127,87,61,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\36.png,-127,87,61,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\37.png,-127,87,61,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\38.png,-127,87,61,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\39.png,-127,81,61,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\4.png,-127,83,61,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\40.png,-127,83,61,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\41.png,-127,83,61,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\42.png,-127,83,61,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\43.png,-124,83,61,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\44.png,-124,83,61,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\45.png,-124,83,61,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\46.png,-124,83,61,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\47.png,-124,83,61,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\48.png,-124,83,61,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\49.png,-124,83,61,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\5.png,-124,85,68,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\50.png,-124,85,68,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\51.png,-124,85,68,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\52.png,-124,85,68,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\53.png,-124,85,68,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\54.png,-124,85,68,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\55.png,-124,85,68,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\56.png,-124,85,68,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\57.png,-124,85,68,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\58.png,-124,85,68,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\59.png,-124,85,68,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\6.png,-124,85,68,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\60.png,-124,85,68,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\61.png,-124,85,68,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\62.png,-124,85,68,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\63.png,-124,85,68,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\64.png,-128,80,67,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\65.png,-128,80,67,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\66.png,-136,86,82,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\67.png,-136,86,82,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\68.png,-136,86,82,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\69.png,-136,86,82,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\7.png,-124,86,61,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\70.png,-132,83,88,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\71.png,-132,83,88,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\72.png,-132,83,88,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\73.png,-132,83,88,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\74.png,-132,83,88,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\75.png,-132,83,88,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\76.png,-132,83,88,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\77.png,-132,83,88,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\78.png,-132,83,88,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\79.png,-132,83,88,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\8.png,-121,86,61,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\80.png,-131,84,68,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\81.png,-131,84,68,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\82.png,-131,84,68,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\83.png,-131,84,68,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\84.png,-131,84,68,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\85.png,-131,84,68,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\86.png,-131,84,68,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\87.png,-131,84,68,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\88.png,-131,84,68,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\89.png,-131,84,68,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\9.png,-131,84,68,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\90.png,-131,84,68,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\91.png,-131,84,68,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\92.png,-131,84,68,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\93.png,-131,84,68,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\94.png,-131,84,68,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\95.png,-131,84,68,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\96.png,-131,84,68,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\97.png,-131,84,68,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\98.png,-131,84,68,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\E\99.png,-131,84,68,0,0,0,0,0,0,83,84,85,83,0,0,1,0,E
Image\F\0.png,-117,75,44,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\1.png,-117,75,44,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\10.png,-114,75,44,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\100.png,-122,75,50,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\11.png,-116,78,50,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\12.png,-116,78,50,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\13.png,-116,78,50,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\14.png,-116,78,50,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\15.png,-116,78,50,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\16.png,-116,78,50,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\17.png,-116,78,50,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\18.png,-116,78,50,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\19.png,-116,78,50,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\2.png,-116,78,50,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\20.png,-116,78,50,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\21.png,-116,78,50,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\22.png,-116,78,50,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\23.png,-116,78,50,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\24.png,-116,78,50,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\25.png,-116,78,50,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\26.png,-116,78,50,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\27.png,-116,78,50,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\28.png,-116,78,50,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\29.png,-116,78,50,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\3.png,-116,78,50,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\30.png,-116,78,50,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\31.png,-116,78,50,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\32.png,-116,78,50,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\33.png,-116,78,50,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\34.png,-116,78,50,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\35.png,-116,78,50,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\36.png,-116,78,50,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\37.png,-116,78,50,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\38.png,-116,78,50,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\39.png,-116,78,50,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\4.png,-116,78,50,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\40.png,-116,78,50,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\41.png,-116,78,50,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\42.png,-116,78,50,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\43.png,-116,68,37,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\44.png,-116,61,37,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\45.png,-116,61,37,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\46.png,-116,70,37,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\47.png,-116,74,37,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\48.png,-116,84,37,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\49.png,-116,84,37,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\5.png,-118,72,58,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\50.png,-118,84,40,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\51.png,-118,79,40,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\52.png,-118,79,40,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\53.png,-118,79,40,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\54.png,-118,79,40,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\55.png,-118,79,40,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\56.png,-118,79,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\57.png,-118,79,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\58.png,-118,79,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\59.png,-118,79,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\6.png,-118,69,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\60.png,-120,79,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\61.png,-120,79,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\62.png,-120,79,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\63.png,-120,79,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\64.png,-120,79,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\65.png,-120,79,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\66.png,-120,79,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\67.png,-120,79,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\68.png,-120,79,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\69.png,-120,79,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\7.png,-114,72,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\70.png,-120,80,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\71.png,-120,80,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\72.png,-120,80,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\73.png,-120,80,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\74.png,-120,80,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\75.png,-120,80,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\76.png,-120,80,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\77.png,-120,80,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\78.png,-120,80,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\79.png,-120,80,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\8.png,-116,73,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\80.png,-122,79,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\81.png,-122,79,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\82.png,-122,79,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\83.png,-122,79,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\84.png,-122,79,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\85.png,-122,79,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\86.png,-122,79,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\87.png,-122,79,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\88.png,-122,79,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\89.png,-122,79,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\9.png,-117,79,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\90.png,-120,75,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\91.png,-120,75,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\92.png,-120,75,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\93.png,-120,75,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\94.png,-120,75,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\95.png,-120,75,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\96.png,-120,75,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
Image\F\97.png,-120,75,49,0,0,0,0,0,0,3,20,35,49,0,0,1,0,F
